mol,enan,Eafw,Earev,dErxn,ETS,ERt,EPr,HRt,HPr,HTS,Hafw,dH,rxn_smiles_mapped,rxn_smiles
1fbp4,R,8.441257444,22.3474949,-13.90623745,-1601860.56325053,-1601869.00450159,-1601882.91072854,-1601551.4083915,-1601564.06964059,-1601543.21061392,8.19777757581323,-12.6612490930129,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1fbp5,R,9.438369999,21.17154214,-11.73317214,-1601863.32052507,-1601872.75888794,-1601884.49205122,-1601555.37550339,-1601565.55056183,-1601546.04067951,9.33482388406992,-10.1750584349502,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1fbp1,S,9.377501579,14.76529792,-5.387796344,-1601863.22263367,-1601872.60012816,-1601877.98792044,-1601555.08371171,-1601559.40662121,-1601545.91015764,9.1735540709924,-4.32290950114839,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1fbp3,S,8.281870038,20.71722528,-12.43535525,-1601864.5284799,-1601872.81034368,-1601885.24568953,-1601555.47653234,-1601566.44162461,-1601547.10744481,8.36908753309399,-10.9650922659785,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1fbp4,S,9.045549068,21.48153182,-12.43598276,-1601861.38465981,-1601870.43020204,-1601882.8661754,-1601552.94202349,-1601563.9447663,-1601543.90463887,9.03738461784087,-11.0027428059839,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1fbp5,S,13.73367235,23.91438605,-10.18071371,-1601856.95821132,-1601870.69187329,-1601880.87257931,-1601553.09701821,-1601562.1670333,-1601539.69279847,13.4042197491508,-9.07001508609392,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([H:56])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([H])[C]([H])([H])[H])[n+]2[O]1
1gbp1,R,8.378506497,15.94815328,-7.569646785,-1651170.71243758,-1651179.09093775,-1651186.66057882,-1650826.89711894,-1650832.96324844,-1650818.74263948,8.15447945520282,-6.06612950307317,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1
1gbp2,R,8.389801667,21.31273177,-12.92293011,-1651170.4695916,-1651178.85938693,-1651191.78230727,-1650826.49425816,-1650837.80322536,-1650817.9839811,8.51027705799788,-11.3089671982452,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1
1gbp3,R,14.1013929,28.10740436,-14.00601146,-1651162.94011111,-1651177.04149336,-1651191.04749424,-1650824.72907534,-1650836.82619384,-1650810.84983128,13.8792440618854,-12.0971185020171,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1
1gbp4,R,9.354911238,25.92304388,-16.56813264,-1651166.23265083,-1651175.587555,-1651192.15567513,-1650823.21364111,-1650838.16278801,-1650813.53996236,9.67367874411866,-14.9491469070781,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1
1gbp5,R,10.00563856,25.48441476,-15.4787762,-1651167.68282413,-1651177.68845513,-1651193.16721964,-1650825.27187063,-1650838.88881593,-1650815.36977861,9.90209201979451,-13.6169453002512,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([C:46]([H:49])([H:50])[H:51])([C:47]([H:52])([H:53])[H:54])[C:48]([H:64])([H:65])[H:66])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([C:55]([H:58])([H:59])[H:60])([C:56]([H:67])([H:68])[H:69])[C:57]([H:61])([H:62])[H:63])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]([H])[c]2[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])-[c]2[c]([H])[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[n+]2[O]1
